	TCGA.GI.A2C8.11A.22R.A16F.07	TCGA.A6.2686.11A.01R.A32Z.07	TCGA.AA.3516.11A.01R.A32Z.07	GTEX.WFON.1326.SM.4LVMN	TCGA.CV.5971.01A.11R.1686.07	TCGA.CN.6017.01A.11R.1686.07	TCGA.KU.A6H8.01A.21R.A34R.07	TCGA.WA.A7GZ.11A.11R.A34R.07	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.7097.11A.01R.2016.07	TCGA.CV.7245.11A.01R.2016.07	TCGA.CV.7250.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	TCGA.KL.8336.01A.11R.2315.07	TCGA.CZ.4853.01A.01R.1426.07	TCGA.A3.3385.01A.02R.1420.07	TCGA.BP.4325.01A.02R.1289.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AH.6547.01A.11R.1830.07	GTEX.13111.2326.SM.5LZUQ	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.11EQ9.2026.SM.5P9JI	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.BR.8296.01A.11R.2343.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.EL.A3GP.01A.11R.A206.07
OR1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06	5.11	4.7	4.21	0.66	7.17	0.54	3.59	2.66	1.71	0.0	0.58	1.91	3.44	6.52	1.68	0.0	5.32	0.0
OR1L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	1.38	1.66	1.08	0.0	0.0	0.97	1.3	0.0	0.65	0.95	0.0	1.23	4.7	0.0	0.64	0.61	0.0
OR2B3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46	2.36	1.41	2.97	0.96	10.96	0.78	4.03	1.38	3.69	1.36	0.0	4.24	4.5	4.35	1.66	2.81	2.71	0.0
OR2D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	1.17	1.27	2.89	2.23	2.48	4.74	2.01	0.33	0.95	3.47	1.16	1.73	0.87	7.88	2.03	1.16	2.14	0.0
OR2G2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	2.76	0.64	2.56	0.83	3.5	2.23	2.81	1.08	0.77	1.75	1.39	0.0	2.03	3.79	0.0	0.0	1.99	0.0
OR2G3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.26	7.57	2.43	14.14	5.36	6.57	3.0	4.31	3.08	6.26	2.51	2.23	2.27	2.92	8.32	4.13	4.46	4.54	0.0
OR2L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	2.66	1.19	4.17	0.79	0.0	0.0	4.66	1.38	0.0	2.97	0.69	0.0	2.58	2.58	0.0	1.68	1.3	4.03
OR2Y1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	1.77	0.79	6.89	0.69	3.96	0.56	3.47	0.32	0.65	0.61	4.17	0.32	0.59	5.77	0.93	2.32	4.03	0.0
OR4C5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	3.63	0.0	13.93	1.89	3.32	0.56	4.13	0.91	3.06	2.41	1.66	2.71	2.81	10.47	1.19	1.14	3.23	0.0
OR4D10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.45	3.35	1.45	8.06	2.14	7.94	1.51	1.41	2.18	0.92	2.63	2.61	2.41	2.78	17.51	1.17	2.14	5.54	2.12
OR4F6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.74	0.65	1.57	1.68	0.95	0.0	6.06	0.39	0.0	1.83	0.0	0.0	0.0	2.05	0.0	0.0	1.41	0.0
OR4K13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	2.07	0.56	2.76	0.0	5.28	1.38	6.06	0.95	1.89	5.73	2.58	1.53	2.78	3.17	1.85	0.0	1.17	0.0
OR4K14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26	2.76	1.91	0.0	1.45	1.62	1.17	2.51	1.91	0.69	0.0	0.0	2.48	0.0	9.13	0.0	0.0	3.99	0.0
OR4K15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.93	0.28	0.0	0.0	0.0	0.0	5.73	0.33	0.99	0.0	0.0	0.64	0.91	1.36	1.87	0.62	0.89	0.0
OR4K5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	5.11	0.0	6.67	1.13	5.68	2.66	2.94	0.35	0.71	1.95	1.62	2.29	1.58	7.34	3.96	0.0	1.57	0.0
OR4P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.51	1.97	0.65	0.0	0.0	4.06	0.3	1.17	0.0	1.6	0.0	0.0	0.64	0.0	1.87	0.55	0.0
OR51D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82	1.46	0.27	9.41	0.0	1.13	0.27	3.69	0.91	0.0	0.3	0.59	0.3	1.41	6.52	1.51	1.17	2.46	0.0
OR51F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69	0.92	1.06	8.0	0.0	3.59	1.11	6.46	0.93	1.87	0.0	0.91	0.33	2.51	6.78	0.65	1.75	1.69	0.0
OR51V1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	1.64	1.66	13.62	3.23	2.68	2.41	6.94	2.41	3.72	1.11	0.58	4.5	3.23	15.34	2.94	0.0	3.2	0.0
OR52A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	2.97	1.01	12.09	2.51	1.46	0.56	5.45	1.19	0.64	0.31	1.14	0.61	0.59	6.89	0.92	2.46	2.36	0.0
OR52J3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	1.89	2.27	0.74	1.6	0.0	1.58	0.34	0.0	0.0	0.0	0.0	0.62	6.41	2.53	0.65	2.89	0.0
OR5AC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	4.21	1.64	3.72	0.66	2.97	1.73	4.28	1.66	3.47	2.84	1.1	1.39	0.56	12.83	0.59	1.36	2.94	0.0
OR5AP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	6.62	2.43	5.02	2.34	4.58	0.74	2.1	1.1	2.41	2.53	1.06	2.1	3.79	8.78	3.79	4.5	3.96	0.0
OR5J2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.68	1.23	5.54	2.46	6.01	1.04	4.9	1.69	3.59	0.0	0.58	0.6	2.12	7.22	0.0	1.91	2.1	0.0
OR5T1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	1.69	0.32	2.81	0.79	0.0	0.0	6.57	0.37	1.77	0.0	0.68	1.04	0.0	1.5	0.0	0.0	0.67	0.0
OR5T3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.65	0.0	2.53	1.75	0.82	0.59	4.39	0.96	0.68	0.0	0.64	0.65	0.0	13.52	0.0	0.64	1.48	0.0
OR6C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	1.85	0.56	0.67	0.0	6.26	2.48	0.96	0.96	0.0	0.0	1.23	0.96	1.2	6.11	1.28	0.0	2.86	0.0
OR6C65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16	3.47	0.78	3.92	1.62	18.03	1.07	1.46	1.73	5.87	1.43	0.6	0.91	3.82	4.06	1.48	1.69	2.61	0.0
OR6C68	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	1.71	0.52	1.53	0.0	3.82	0.55	6.62	0.91	3.2	0.0	1.14	1.46	0.0	8.19	0.0	0.0	0.0	0.0
OR6C75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	4.03	3.11	4.5	3.14	8.92	1.08	4.35	1.2	4.24	3.03	0.61	3.32	2.71	6.78	1.22	1.45	0.59	0.0
OR6Q1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	0.59	1.25	5.23	2.23	7.11	0.8	2.78	1.73	0.62	1.41	1.14	3.29	1.11	10.24	2.56	2.97	1.87	0.0
OR6Y1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	3.59	1.68	5.23	1.28	5.63	1.28	3.41	1.43	0.62	0.87	0.0	0.6	0.0	3.96	0.0	3.35	2.32	0.0
OR7A17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.89	0.27	4.17	1.0	6.11	0.29	2.51	0.91	1.79	0.32	0.88	2.25	2.89	2.43	0.92	2.94	2.14	0.0
OR7D4	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85	3.44	0.78	6.57	3.35	9.93	0.82	2.76	1.46	4.62	5.54	1.14	3.26	6.06	7.28	3.29	1.68	7.63	0.0
OR7G1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.85	4.46	2.63	9.48	3.66	9.27	0.56	2.27	0.33	2.63	6.52	3.92	1.46	3.14	6.16	2.29	0.61	4.74	0.0
OR7G2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99	3.41	4.24	6.94	4.1	6.01	1.55	4.86	2.73	4.06	4.1	2.16	5.32	2.61	9.06	3.26	3.14	7.17	0.0
OR7G3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.78	8.13	3.2	7.17	4.1	6.57	4.21	4.17	2.23	1.75	3.41	2.41	4.39	2.12	13.83	4.24	2.41	8.19	0.0
OR8D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	2.94	0.77	5.32	1.6	2.43	0.0	3.23	1.16	2.03	0.59	0.0	0.88	0.84	6.31	3.99	0.0	0.57	0.0
OR8H2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.83	0.0	2.25	1.41	6.21	0.58	7.22	1.27	1.3	2.68	0.62	2.14	0.61	3.29	0.65	0.0	1.19	0.0
OR8J1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	2.14	2.12	2.56	2.73	4.1	0.32	2.76	1.58	1.64	0.96	0.0	0.97	0.64	4.82	0.67	0.65	0.0	0.0
OR8K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	1.99	0.0	3.96	0.0	2.51	0.83	4.82	0.33	0.0	0.0	0.0	0.0	0.87	3.06	0.0	2.23	1.39	0.0
OR8K5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	2.39	2.1	3.26	2.97	4.17	1.27	3.63	1.14	0.61	1.11	2.34	0.87	0.0	5.87	0.0	1.87	1.57	0.0
OR8S1	0.53	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.45	0.49	0.0	1.19	0.0	0.0	0.0	2.05	0.0	0.0	0.37	0.65	0.0	0.0	0.15	2.81	8.65	19.82	3.06	9.93	5.06	9.63	0.87	5.77	2.92	3.69	3.5	3.14	2.58	4.62	13.83	2.94	5.63	7.82	0.0
OR9G4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	1.38	2.1	1.46	2.73	2.63	0.65	8.85	0.37	0.74	0.0	0.69	0.0	0.68	2.66	0.73	0.69	0.67	0.0
OR9Q1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16	2.39	1.22	6.36	4.28	6.46	1.03	3.86	1.41	3.29	1.89	1.87	2.18	3.26	7.57	2.2	1.64	2.29	0.0
OR9Q2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	3.35	0.0	7.4	0.0	3.23	0.0	7.4	0.33	0.0	0.91	0.0	0.0	0.89	4.82	3.44	2.27	1.68	0.0
PAPOLB	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	3.11	0.3	4.24	0.75	2.03	1.19	3.76	0.68	0.37	0.97	1.89	0.67	0.65	5.41	0.68	1.28	2.12	0.0
POTEC	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	4.7	1.58	7.28	0.74	4.28	1.39	4.54	2.39	1.6	1.81	1.5	1.55	2.01	6.01	2.43	2.34	3.29	0.0
PRAMEF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82	5.41	2.25	5.15	3.5	8.0	0.58	3.92	1.23	0.97	1.48	2.27	2.86	1.17	7.51	1.53	2.29	3.47	0.33
PRAMEF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	4.74	1.3	6.31	1.36	1.51	0.0	1.79	0.93	0.96	0.0	2.01	0.0	0.6	5.73	0.0	6.67	3.76	0.0
PRAMEF19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.78	4.5	1.58	10.16	4.46	11.47	4.62	2.68	2.14	2.48	5.5	2.34	2.12	1.2	8.99	0.37	3.41	7.17	0.0
PRAMEF22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	5.87	3.14	7.69	3.17	11.3	0.82	3.89	1.48	0.0	1.45	4.28	1.19	1.41	5.06	0.0	1.99	4.9	0.0
PRAMEF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06	8.65	2.48	7.34	4.46	11.21	2.61	0.85	1.89	1.16	0.57	1.08	1.89	1.07	14.03	2.66	1.35	5.5	0.0
PRKACG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	3.66	0.32	2.94	3.5	6.78	0.33	3.44	0.69	0.72	2.78	3.35	1.62	0.96	4.03	1.97	6.16	4.06	0.0
PRNT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.45	4.78	2.14	10.16	4.86	3.66	1.53	3.44	1.45	2.29	2.41	1.13	2.71	1.87	10.39	3.0	0.87	6.89	0.0
PRR21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	3.17	9.63	3.79	0.79	1.36	1.22	1.51	0.35	1.2	2.81	1.22	0.0	0.0	0.0	7.69	1.69	0.0
PRR23B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34	6.52	2.51	7.06	1.28	6.01	1.51	2.89	0.88	0.91	2.36	3.69	0.88	1.1	10.63	1.69	5.45	7.63	0.0
RP11-113D6.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	4.86	1.31	10.0	2.01	5.77	2.12	5.41	1.81	2.16	2.03	1.75	2.61	1.19	10.47	0.96	2.56	4.43	0.0
RP11-1C1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35	2.2	0.52	5.41	0.0	4.94	1.06	2.76	0.6	0.0	0.59	0.85	2.23	0.0	5.63	0.0	2.43	1.87	0.0
RP11-257K9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.93	0.54	1.31	0.71	1.19	0.0	1.27	0.31	0.66	0.0	0.92	0.95	1.2	4.66	1.58	0.0	0.59	0.0
RP11-315O6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	2.66	1.91	1.48	1.58	1.77	0.0	3.2	0.89	0.0	0.0	0.0	2.2	2.34	4.74	0.0	0.0	0.0	0.0
RP11-332O19.5	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.35	0.37	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26	7.63	2.68	12.18	4.66	9.34	3.29	5.73	1.73	1.2	3.32	2.48	2.81	2.43	16.27	3.41	2.76	5.15	0.0
RP11-422N16.3	0.0	0.0	0.0	1.91	0.0	0.57	0.58	0.0	0.0	1.2	0.64	1.57	0.0	0.0	0.71	0.38	0.0	0.0	0.67	0.36	0.0	1.36	0.14	0.47	2.34	1.16	0.64	6.11	4.62	6.84	19.82	47.84	84.04	6.46	14.78	8.13	4.06	5.41	0.97	7.17	2.97	12.0	8.25	9.63	8.45	0.58
RSPH10B	2.32	1.79	2.48	0.74	3.56	1.3	5.73	1.97	1.97	4.03	2.16	1.79	3.29	1.71	0.0	1.58	0.38	1.5	1.04	0.75	7.51	2.03	7.06	2.18	1.64	4.24	6.36	33.06	24.46	6.78	29.48	14.14	49.56	8.06	13.03	19.11	13.52	19.68	15.0	15.68	11.47	42.41	15.34	8.71	23.42	10.39
SAMD7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	2.51	1.28	3.44	1.64	5.63	0.3	2.81	0.64	0.65	0.61	0.61	2.27	0.6	4.13	0.34	0.61	1.66	0.0
SLC25A31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86	5.59	1.51	5.54	3.08	7.88	2.18	1.77	3.08	2.18	2.71	2.68	3.08	2.32	11.3	1.79	3.66	4.13	0.0
SSMEM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69	4.82	0.88	10.55	1.14	8.06	0.92	3.63	2.34	4.43	3.23	0.99	1.35	1.6	9.34	1.04	2.27	6.67	0.0
